Country,Name,Category,Class,Soldiers,Morale,Discipline,Training,Recruitment cost,Upkeep cost,Weapon upgrade,Armour upgrade,Primary weapon,Primary_Attack,Charge bonus,Total defence,Armour,Defence skill,Shield,Hit points,Can board ships,Can hide in forest,Can withdraw,Weapon attributes,Hardy,Range,Ammunition,Secondary weapon,Secondary_Attack,Can be supported free in a city,Mount,Can form up and charge,Cantabrian circle,Tertiary weapon,Teriary_Attack,Fire by rank,Gunpowder weapon,Skirmish mode off by default,Knight,Very hardy,Can place stakes,Exploding shot,Can hide anywhere on the battlefield,Can hide in forest - improved,Scare horses
Poland,Peasants, Infantry, Light,60,1, Normal, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Poland,Woodsmen, Infantry, Light,48,3, Normal, Untrained,170,70,65,50, Two-handed axe (Melee),13,4,1,0,1,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,,,,,,,,,,,,,,,,,,,,
Poland,Dismounted Polish Nobles, Infantry, Spearmen,48,5, Normal, Trained,410,150,75,55, Light spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,TRUE,,,,,,,,,,,,,,,,,,,,
Poland,Dismounted Polish Nobles, Infantry, Spearmen,48,5, Normal, Trained,410,150,75,55, Light spear (Melee),7,3,14,5,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,TRUE,,,,,,,,,,,,,,,,,,,,
Poland,Dismounted Polish Knights, Infantry, Heavy,48,9, Normal, Trained,610,225,90,70, Sword (Melee),13,3,22,8,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Poland,Dismounted Polish Knights, Infantry, Heavy,48,9, Normal, Trained,610,225,90,70, Sword (Melee),13,3,22,8,8,6,1,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,
Poland,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Poland,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Poland,Arquebusiers, Infantry, Missile,48,3, Normal, Trained,460,125,65,50, Arquebus (Missile),14,1,3,0,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,20, Weak sword (Melee),6,,,,,,,TRUE,TRUE,TRUE,,,,,,,
Poland,Lithuanian Archers, Infantry, Missile,48,3, Normal, Untrained,430,125,65,50, Self bow (Missile),5,1,9,0,3,6,1,TRUE,TRUE,TRUE,,,120,30, Weak sword (Melee),6,,,,,,,,,,,,TRUE,,,,
Poland,Lithuanian Archers, Infantry, Missile,48,3, Normal, Untrained,430,125,65,50, Self bow (Missile),5,1,9,0,3,6,1,TRUE,TRUE,TRUE,,,120,30, Weak sword (Melee),6,,,,,,,,,,,,TRUE,,,,
Poland,Hussars, Cavalry, Light,32,11, Normal, Trained,750,210,130,100, Cavalry light lance (Melee),13,4,15,5,6,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,,,,,,,
Poland,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
Poland,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
Poland,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,820,250,120,95, Cavalry heavy lance (Melee),13,4,32,7,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Barded horse,,,,,,,,,TRUE,,,,,
Poland,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
Poland,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
Poland,Knights Templar, Cavalry, Heavy,32,11, Impetuous, Highly trained,880,250,130,100, Cavalry heavy lance (Melee),13,4,16,7,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Mailed horse,TRUE,,,,,,,TRUE,,,,,,
Poland,Polish Knights, Cavalry, Heavy,32,11, Impetuous, Trained,840,250,130,100, Cavalry heavy lance (Melee),13,4,17,8,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Poland,Polish Knights, Cavalry, Heavy,32,11, Impetuous, Trained,840,250,130,100, Cavalry heavy lance (Melee),13,4,17,8,5,4,1,TRUE,TRUE,TRUE,,TRUE,,, Cavalry sword (Melee),14,, Barded horse,TRUE,,,,,,,TRUE,,,,,,
Poland,Lithuanian Cavalry, Cavalry, Missile,32,5, Normal, Trained,500,175,100,75, Cavalry self bow (Missile),6,3,11,0,7,4,1,TRUE,TRUE,TRUE,,TRUE,100,25, Cavalry sword (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
Poland,Lithuanian Cavalry, Cavalry, Missile,32,5, Normal, Trained,500,175,100,75, Cavalry self bow (Missile),6,3,11,0,7,4,1,TRUE,TRUE,TRUE,,TRUE,100,25, Cavalry sword (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
Poland,Lithuanian Cavalry, Cavalry, Missile,32,5, Normal, Trained,500,175,100,75, Cavalry self bow (Missile),6,3,11,0,7,4,1,TRUE,TRUE,TRUE,,TRUE,100,25, Cavalry sword (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
Poland,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Poland,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Poland,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Poland,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Poland,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Poland,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Poland,Trebuchet, Siege, Missile,16,9, Disciplined, Highly trained,430,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,215,3, Trebuchet (Siege),55,,,,, Trebuchet - cow carcass (Siege),12,,,,,,,,,,
Poland,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Poland,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Poland,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Poland,Holk, Ship, Light,30,8, Normal, Trained,670,200,150,150, Melee,10,0,12,0,12,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Portugal,Peasants, Infantry, Light,60,1, Low, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Portugal,Peasants, Infantry, Light,60,1, Low, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Portugal,Peasants, Infantry, Light,60,1, Low, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Portugal,Aventuros, Infantry, Spearmen,60,11, Impetuous, Highly trained,610,185,115,90, Pike (Melee),14,3,10,5,5,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),13,,,,,,,,,,,TRUE,,,,,
Portugal,Aventuros, Infantry, Spearmen,60,11, Impetuous, Highly trained,610,185,115,90, Pike (Melee),14,3,10,5,5,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),13,,,,,,,,,,,TRUE,,,,,
Portugal,Aventuros, Infantry, Spearmen,60,11, Impetuous, Highly trained,610,185,115,90, Pike (Melee),14,3,10,5,5,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),13,,,,,,,,,,,TRUE,,,,,
Portugal,Dismounted Conquistadores, Infantry, Heavy,48,11, Low, Trained,690,150,100,75, Sword (Melee),16,3,22,7,9,6,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,
Portugal,Dismounted Conquistadores, Infantry, Heavy,48,11, Low, Trained,690,150,100,75, Sword (Melee),16,3,22,7,9,6,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,
Portugal,Dismounted Conquistadores, Infantry, Heavy,48,11, Low, Trained,690,150,100,75, Sword (Melee),16,3,22,7,9,6,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,
Portugal,Almughavars, Infantry, Missile,48,11, Normal, Trained,640,150,100,75, Javelin (Thrown),13,4,6,0,3,3,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,55,8, Light spear (Melee),12,,,,,,,,,,,,,,,,
Portugal,Almughavars, Infantry, Missile,48,11, Normal, Trained,640,150,100,75, Javelin (Thrown),13,4,6,0,3,3,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,55,8, Light spear (Melee),12,,,,,,,,,,,,,,,,
Portugal,Almughavars, Infantry, Missile,48,11, Normal, Trained,640,150,100,75, Javelin (Thrown),13,4,6,0,3,3,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 4,,55,8, Light spear (Melee),12,,,,,,,,,,,,,,,,
Portugal,Lusitanian Javelinmen, Infantry, Missile,48,5, Normal, Untrained,330,100,75,55, Javelin (Thrown),8,2,7,0,4,3,1,TRUE,TRUE,TRUE, Armour piercing,,55,8, Weak sword (Melee),8,,,,,,,,,,,,,,,,
Portugal,Lusitanian Javelinmen, Infantry, Missile,48,5, Normal, Untrained,330,100,75,55, Javelin (Thrown),8,2,7,0,4,3,1,TRUE,TRUE,TRUE, Armour piercing,,55,8, Weak sword (Melee),8,,,,,,,,,,,,,,,,
Portugal,Lusitanian Javelinmen, Infantry, Missile,48,5, Normal, Untrained,330,100,75,55, Javelin (Thrown),8,2,7,0,4,3,1,TRUE,TRUE,TRUE, Armour piercing,,55,8, Weak sword (Melee),8,,,,,,,,,,,,,,,,
Portugal,Peasant Archers, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Self bow (Missile),5,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,120,30, Knife (Melee),2,,,,,,,,,,,,,,,,
Portugal,Peasant Archers, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Self bow (Missile),5,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,120,30, Knife (Melee),2,,,,,,,,,,,,,,,,
Portugal,Peasant Archers, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Self bow (Missile),5,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,120,30, Knife (Melee),2,,,,,,,,,,,,,,,,
Portugal,Conquistadores, Cavalry, Heavy,32,11, Normal, Trained,880,250,130,100, Cavalry light lance (Melee),13,4,17,7,6,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,,TRUE,,,,,
Portugal,Conquistadores, Cavalry, Heavy,32,11, Normal, Trained,880,250,130,100, Cavalry light lance (Melee),13,4,17,7,6,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,,TRUE,,,,,
Portugal,Conquistadores, Cavalry, Heavy,32,11, Normal, Trained,880,250,130,100, Cavalry light lance (Melee),13,4,17,7,6,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Heavy horse,TRUE,,,,,,,,TRUE,,,,,
Portugal,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,870,250,120,95, Cavalry heavy lance (Melee),13,4,34,9,5,3,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Armoured horse,,,,,,,,,TRUE,,,,,
Portugal,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,870,250,120,95, Cavalry heavy lance (Melee),13,4,34,9,5,3,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Armoured horse,,,,,,,,,TRUE,,,,,
Portugal,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,870,250,120,95, Cavalry heavy lance (Melee),13,4,34,9,5,3,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Armoured horse,,,,,,,,,TRUE,,,,,
Portugal,Merchant Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,370,210,90,70, Cavalry weak sword (Melee),6,2,14,7,3,4,1,TRUE,TRUE,TRUE,,,,,,,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Portugal,Merchant Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,370,210,90,70, Cavalry weak sword (Melee),6,2,14,7,3,4,1,TRUE,TRUE,TRUE,,,,,,,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Portugal,Jinetes, Cavalry, Missile,32,5, Normal, Trained,520,175,100,75, Cavalry javelin (Thrown),8,3,15,4,7,4,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,8, Cavalry sword (Melee),9,, Fast pony,,TRUE,,,,,,,,,,,,
Portugal,Jinetes, Cavalry, Missile,32,5, Normal, Trained,520,175,100,75, Cavalry javelin (Thrown),8,3,15,4,7,4,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,8, Cavalry sword (Melee),9,, Fast pony,,TRUE,,,,,,,,,,,,
Portugal,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Portugal,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Portugal,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Portugal,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Portugal,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Portugal,Catapult, Siege, Missile,16,9, Disciplined, Highly trained,400,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,200,30, Catapult (Siege),55,,,,,,,,,,,,,,,,
Portugal,Ribault, Siege, Missile,16,9, Disciplined, Highly trained,400,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,150,108, Ribault (Siege),65,,,,,,,,TRUE,,,,,,,,
Portugal,Ribault, Siege, Missile,16,9, Disciplined, Highly trained,400,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,150,108, Ribault (Siege),65,,,,,,,,TRUE,,,,,,,,
Portugal,Caravel, Ship, Light,30,5, Normal, Trained,850,275,200,200, Melee,15,0,15,0,15,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Portugal,Caravel, Ship, Light,30,5, Normal, Trained,850,275,200,200, Melee,15,0,15,0,15,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Portugal,Caravel, Ship, Light,30,5, Normal, Trained,850,275,200,200, Melee,15,0,15,0,15,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Portugal,Lanternas, Ship, Light,40,5, Normal, Trained,970,275,200,200, Melee,18,0,18,0,18,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Portugal,Lanternas, Ship, Light,40,5, Normal, Trained,970,275,200,200, Melee,18,0,18,0,18,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Russia,Peasants, Infantry, Light,60,1, Normal, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Russia,Peasants, Infantry, Light,60,1, Normal, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Russia,Peasants, Infantry, Light,60,1, Normal, Untrained,110,90,65,50, Farm implement (Melee),4,0,3,0,3,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Russia,Spearmen, Infantry, Spearmen,60,5, Normal, Trained,500,125,85,65, Long spear (Melee),7,3,13,4,3,6,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,,,,,,,,,,,,,,,,,,,
Russia,Berdiche Axemen, Infantry, Heavy,48,9, Normal, Trained,380,150,90,70, Two-handed axe (Melee),17,6,9,5,4,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,,,,,,,,,,,,,,,,,,,,
Russia,Berdiche Axemen, Infantry, Heavy,48,9, Normal, Trained,380,150,90,70, Two-handed axe (Melee),17,6,9,5,4,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,,,,,,,,,,,,,,,,,,,,
Russia,Berdiche Axemen, Infantry, Heavy,48,9, Normal, Trained,380,150,90,70, Two-handed axe (Melee),17,6,9,5,4,0,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,,,,,,,,,,,,,,,,,,,,
Russia,Archer Militia, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Self bow (Missile),5,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,120,30, Knife (Melee),2,TRUE,,,,,,,,,,,,,,,
Russia,Archer Militia, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Self bow (Missile),5,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,120,30, Knife (Melee),2,TRUE,,,,,,,,,,,,,,,
Russia,Archer Militia, Infantry, Missile,48,3, Normal, Untrained,220,100,65,50, Self bow (Missile),5,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,120,30, Knife (Melee),2,TRUE,,,,,,,,,,,,,,,
Russia,Crossbow Militia, Infantry, Missile,48,3, Normal, Untrained,300,100,65,50, Crossbow (Missile),9,1,7,4,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Russia,Crossbow Militia, Infantry, Missile,48,3, Normal, Untrained,300,100,65,50, Crossbow (Missile),9,1,7,4,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Russia,Crossbow Militia, Infantry, Missile,48,3, Normal, Untrained,300,100,65,50, Crossbow (Missile),9,1,7,4,3,0,1,TRUE,TRUE,TRUE, Armour piercing,,120,30, Weak sword (Melee),6,TRUE,,,,,,,,,,,,,,,
Russia,Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,350,150,90,70, Cavalry spear (Melee),7,2,11,4,3,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),7,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Russia,Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,350,150,90,70, Cavalry spear (Melee),7,2,11,4,3,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),7,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Russia,Cavalry Militia, Cavalry, Heavy,32,3, Normal, Untrained,350,150,90,70, Cavalry spear (Melee),7,2,11,4,3,4,1,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),7,TRUE, Heavy horse,TRUE,,,,,,,,,,,,,
Russia,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,910,250,120,95, Cavalry heavy lance (Melee),13,4,36,9,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Easternarmoured horse,,,,,,,,,TRUE,,,,,
Russia,General's Bodyguard, Cavalry, Heavy,16,11, Normal, Trained,910,250,120,95, Cavalry heavy lance (Melee),13,4,36,9,5,4,2,TRUE,TRUE,TRUE,,,,, Cavalry sword (Melee),14,, Easternarmoured horse,,,,,,,,,TRUE,,,,,
Russia,Boyar Sons, Cavalry, Missile,32,5, Normal, Trained,670,210,100,75, Cavalry javelin (Thrown),8,3,14,5,5,4,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,8, Cavalry axe (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
Russia,Boyar Sons, Cavalry, Missile,32,5, Normal, Trained,670,210,100,75, Cavalry javelin (Thrown),8,3,14,5,5,4,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,8, Cavalry axe (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
Russia,Boyar Sons, Cavalry, Missile,32,5, Normal, Trained,670,210,100,75, Cavalry javelin (Thrown),8,3,14,5,5,4,1,TRUE,TRUE,TRUE, Armour piercing,TRUE,55,8, Cavalry axe (Melee),9,, Heavy horse,TRUE,TRUE,,,,,,,,,,,,
Russia,Kazaks, Cavalry, Missile,32,3, Normal, Untrained,380,150,90,70, Cavalry composite bow (Missile),6,2,3,0,3,0,1,TRUE,TRUE,TRUE,,,120,25, Cavalry weak sword (Melee),6,, Fast pony,TRUE,TRUE,,,,,,,,,,,,
Russia,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Russia,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Russia,Ballista, Siege, Missile,16,9, Disciplined, Highly trained,370,150,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,180,50, Ballista (Siege),55,,,,,,,,,,,,,,,,
Russia,Cannon, Siege, Missile,16,9, Disciplined, Highly trained,870,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,380,30, Cannon (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
Russia,Cannon, Siege, Missile,16,9, Disciplined, Highly trained,870,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,380,30, Cannon (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
Russia,Cannon, Siege, Missile,16,9, Disciplined, Highly trained,870,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,380,30, Cannon (Siege),65,,,,,,,,TRUE,,,,,TRUE,,,
Russia,Trebuchet, Siege, Missile,16,9, Disciplined, Highly trained,430,250,90,70, Knife (Melee),6,3,8,4,4,0,1,TRUE,,TRUE, Armour piercing,TRUE,215,3, Trebuchet (Siege),55,,,,, Trebuchet - cow carcass (Siege),12,,,,,,,,,,
Russia,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Russia,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Russia,Carrack, Ship, Light,50,5, Normal, Trained,1500,350,250,250, Melee,30,0,30,0,30,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Russia,Lad'Ya, Ship, Light,30,5, Normal, Trained,570,150,100,100, Melee,10,0,4,0,4,0,1,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
Scotland,Highland Rabble, Infantry, Light,60,3, Impetuous, Untrained,120,90,75,60, Knife (Melee),2,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Scotland,Highland Rabble, Infantry, Light,60,3, Impetuous, Untrained,120,90,75,60, Knife (Melee),2,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Scotland,Highland Rabble, Infantry, Light,60,3, Impetuous, Untrained,120,90,75,60, Knife (Melee),2,1,1,0,1,0,1,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,
Scotland,Heavy Pike Militia, Infantry, Spearmen,60,5, Normal, Trained,410,185,85,65, Pike (Melee),9,2,11,8,3,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),8,TRUE,,,,,,,,,,,,,,,
Scotland,Heavy Pike Militia, Infantry, Spearmen,60,5, Normal, Trained,410,185,85,65, Pike (Melee),9,2,11,8,3,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),8,TRUE,,,,,,,,,,,,,,,
Scotland,Heavy Pike Militia, Infantry, Spearmen,60,5, Normal, Trained,410,185,85,65, Pike (Melee),9,2,11,8,3,0,1,TRUE,TRUE,TRUE, Bonus vs. cavalry = 8,,,, Weak sword (Melee),8,TRUE,,,,,,,,,,,,,,,
